datetime,pv_generation_pred
2024-09-01 00:00:00,0.006752069547483735
2024-09-01 01:00:00,-0.0019506978869918098
2024-09-01 02:00:00,-4.217090825085479e-06
2024-09-01 03:00:00,-4.217090825085479e-06
2024-09-01 04:00:00,-4.217090825085479e-06
2024-09-01 05:00:00,-4.217090825085479e-06
2024-09-01 06:00:00,0.00014167732450198674
2024-09-01 07:00:00,0.006231345198553743
2024-09-01 08:00:00,0.4164907876668306
2024-09-01 09:00:00,6.174040461844463
2024-09-01 19:00:00,36.6660102494198
2024-09-01 20:00:00,9.426640957647106
2024-09-01 21:00:00,1.6685930394537536
2024-09-01 22:00:00,0.011520629070826405
2024-09-01 23:00:00,0.010867796340438558
2024-09-02 00:00:00,0.004015857753831179
2024-09-02 01:00:00,-0.002231807006748438
2024-09-02 02:00:00,-4.217090825085479e-06
2024-09-02 03:00:00,-4.217090825085479e-06
2024-09-02 04:00:00,-4.217090825085479e-06
2024-09-02 05:00:00,-4.217090825085479e-06
2024-09-02 06:00:00,0.00014258292193570406
2024-09-02 07:00:00,0.0050983039293434895
2024-09-02 08:00:00,0.6227669981933948
2024-09-02 09:00:00,6.825047739018147
2024-09-02 19:00:00,35.85953884107691
2024-09-02 20:00:00,10.871434848807347
2024-09-02 21:00:00,1.5138968418676364
2024-09-02 22:00:00,0.02479139989556515
2024-09-02 23:00:00,0.02051223681785248
2024-09-03 00:00:00,0.005521629474464667
2024-09-03 01:00:00,-0.002325421014118374
2024-09-03 02:00:00,-4.217090825085479e-06
2024-09-03 03:00:00,-4.217090825085479e-06
2024-09-03 04:00:00,-4.217090825085479e-06
2024-09-03 05:00:00,-4.217090825085479e-06
2024-09-03 06:00:00,0.000145447539700301
2024-09-03 07:00:00,0.0050983039293434895
2024-09-03 08:00:00,0.7158152465368803
2024-09-03 09:00:00,7.13127530852032
2024-09-03 19:00:00,17.813228956464673
2024-09-03 20:00:00,5.81937818901238
2024-09-03 21:00:00,1.400760889040168
2024-09-03 22:00:00,0.036730082324225186
2024-09-03 23:00:00,0.023812767167842853
2024-09-04 00:00:00,0.00560296178002783
2024-09-04 01:00:00,-0.0022404340014261967
2024-09-04 02:00:00,-4.217090825085479e-06
2024-09-04 03:00:00,-4.217090825085479e-06
2024-09-04 04:00:00,-4.217090825085479e-06
2024-09-04 05:00:00,-4.217090825085479e-06
2024-09-04 06:00:00,0.000145447539700301
2024-09-04 07:00:00,0.0050983039293434895
2024-09-04 08:00:00,0.7356533367428963
2024-09-04 09:00:00,6.7457655690212475
2024-09-04 19:00:00,37.89823923645034
2024-09-04 20:00:00,10.549951245571165
2024-09-04 21:00:00,1.9478163606748229
2024-09-04 22:00:00,0.013304970388477149
2024-09-04 23:00:00,0.04106022713711502
2024-09-05 00:00:00,0.006042364531253412
2024-09-05 01:00:00,-0.0021121406136223467
2024-09-05 02:00:00,-4.217090825085479e-06
2024-09-05 03:00:00,-4.217090825085479e-06
2024-09-05 04:00:00,-4.217090825085479e-06
2024-09-05 05:00:00,-4.217090825085479e-06
2024-09-05 06:00:00,1.625404023466771e-05
2024-09-05 07:00:00,0.13024399825543453
2024-09-05 08:00:00,0.6948333657793926
2024-09-05 09:00:00,5.000158481868965
2024-09-05 10:00:00,34.501150248485786
2024-09-05 19:00:00,23.462905236030196
2024-09-05 20:00:00,9.627960505510355
2024-09-05 21:00:00,1.1173677593144162
2024-09-05 22:00:00,0.023954956144817182
2024-09-05 23:00:00,0.030666986706755436
2024-09-06 00:00:00,0.0015214840775495527
2024-09-06 01:00:00,-0.0019506978869918098
2024-09-06 02:00:00,-4.217090825085479e-06
2024-09-06 03:00:00,-4.217090825085479e-06
2024-09-06 04:00:00,-4.217090825085479e-06
2024-09-06 05:00:00,-4.217090825085479e-06
2024-09-06 06:00:00,1.625404023466771e-05
2024-09-06 07:00:00,0.16656619856551486
2024-09-06 08:00:00,0.7730714646051227
2024-09-06 09:00:00,5.800181426034255
2024-09-06 10:00:00,36.908490190742036
2024-09-06 19:00:00,33.70699017562183
2024-09-06 20:00:00,10.237398715775285
2024-09-06 21:00:00,1.7584789796708435
2024-09-06 22:00:00,0.04431358086053463
2024-09-06 23:00:00,0.11333634651245546
2024-09-07 00:00:00,0.006203774509477919
2024-09-07 01:00:00,-0.002231807006748438
2024-09-07 02:00:00,-4.217090825085479e-06
2024-09-07 03:00:00,-4.217090825085479e-06
2024-09-07 04:00:00,-4.217090825085479e-06
2024-09-07 05:00:00,-4.217090825085479e-06
2024-09-07 06:00:00,1.0170457310386802e-05
2024-09-07 07:00:00,0.0050983039293434895
2024-09-07 08:00:00,0.6171670926242436
2024-09-07 09:00:00,5.1053540953713235
2024-09-07 19:00:00,25.379100970358053
2024-09-07 20:00:00,13.043004663309892
2024-09-07 21:00:00,1.257773382045488
2024-09-07 22:00:00,0.11969494575115766
2024-09-07 23:00:00,0.11952628518258736
2024-09-08 00:00:00,0.005898496240337214
2024-09-08 01:00:00,-0.002325421014118374
2024-09-08 02:00:00,-4.217090825085479e-06
2024-09-08 03:00:00,-4.217090825085479e-06
2024-09-08 04:00:00,-4.217090825085479e-06
2024-09-08 05:00:00,-4.217090825085479e-06
2024-09-08 06:00:00,6.869695371326351e-06
2024-09-08 07:00:00,0.0050983039293434895
2024-09-08 08:00:00,0.32113436927384403
2024-09-08 09:00:00,4.225077517062804
2024-09-08 19:00:00,38.36802887589997
2024-09-08 20:00:00,13.951444556588202
2024-09-08 21:00:00,1.7908067511033505
2024-09-08 22:00:00,0.11986674301194986
2024-09-08 23:00:00,0.11138266746865105
2024-09-09 00:00:00,0.004305171004042447
2024-09-09 01:00:00,-0.002325421014118374
2024-09-09 02:00:00,-4.217090825085479e-06
2024-09-09 03:00:00,-4.217090825085479e-06
2024-09-09 04:00:00,-4.217090825085479e-06
2024-09-09 05:00:00,-4.217090825085479e-06
2024-09-09 06:00:00,1.3608435063057071e-06
2024-09-09 07:00:00,0.0050983039293434895
2024-09-09 08:00:00,0.42834400532195216
2024-09-09 09:00:00,3.5117028301454782
2024-09-09 19:00:00,38.989156762697725
2024-09-09 20:00:00,12.721827075407214
2024-09-09 21:00:00,1.7896048482908684
2024-09-09 22:00:00,0.1799009208537672
2024-09-09 23:00:00,0.17141684531046839
2024-09-10 00:00:00,0.003877191845304345
2024-09-10 01:00:00,-0.002325421014118374
2024-09-10 02:00:00,-4.217090825085479e-06
2024-09-10 03:00:00,-4.217090825085479e-06
2024-09-10 04:00:00,-4.217090825085479e-06
2024-09-10 05:00:00,-4.217090825085479e-06
2024-09-10 06:00:00,-4.217090825085479e-06
2024-09-10 07:00:00,0.013366444415661143
2024-09-10 08:00:00,0.1432351279420313
2024-09-10 09:00:00,3.117588981351744
2024-09-10 19:00:00,39.057724335065195
2024-09-10 20:00:00,11.942940628191067
2024-09-10 21:00:00,0.5906346893967906
2024-09-10 22:00:00,0.20220693872228968
2024-09-10 23:00:00,0.08852826140759548
2024-09-11 00:00:00,0.003877191845304345
2024-09-11 01:00:00,-0.002325421014118374
2024-09-11 02:00:00,-4.217090825085479e-06
2024-09-11 03:00:00,-4.217090825085479e-06
2024-09-11 04:00:00,-4.217090825085479e-06
2024-09-11 05:00:00,-4.217090825085479e-06
2024-09-11 06:00:00,-4.217090825085479e-06
2024-09-11 07:00:00,0.008811798042563017
2024-09-11 08:00:00,0.13161011692939326
2024-09-11 09:00:00,3.9195982104394447
2024-09-11 19:00:00,25.187852439106884
2024-09-11 20:00:00,12.06293472570662
2024-09-11 21:00:00,0.5595781943724663
2024-09-11 22:00:00,0.06406367020713728
2024-09-11 23:00:00,0.060372547869769394
2024-09-12 00:00:00,0.0010664213578778269
2024-09-12 01:00:00,-0.0019506978869918098
2024-09-12 02:00:00,-4.217090825085479e-06
2024-09-12 03:00:00,-4.217090825085479e-06
2024-09-12 04:00:00,-4.217090825085479e-06
2024-09-12 05:00:00,-4.217090825085479e-06
2024-09-12 06:00:00,-4.217090825085479e-06
2024-09-12 07:00:00,0.18057120798848456
2024-09-12 08:00:00,0.085950306534267
2024-09-12 09:00:00,3.6694707323628943
2024-09-12 19:00:00,38.4211921586563
2024-09-12 20:00:00,12.519640998107882
2024-09-12 21:00:00,0.6000071651789675
2024-09-12 22:00:00,0.10483802925188032
2024-09-12 23:00:00,0.09422572686791124
2024-09-13 00:00:00,0.0034842662676449797
2024-09-13 01:00:00,-0.002325421014118374
2024-09-13 02:00:00,-4.217090825085479e-06
2024-09-13 03:00:00,-4.217090825085479e-06
2024-09-13 04:00:00,-4.217090825085479e-06
2024-09-13 05:00:00,-4.217090825085479e-06
2024-09-13 06:00:00,-4.217090825085479e-06
2024-09-13 07:00:00,0.016046470647705854
2024-09-13 08:00:00,0.09648766321402658
2024-09-13 09:00:00,4.5069801751921155
2024-09-13 19:00:00,40.10181340774764
2024-09-13 20:00:00,12.064849966362788
2024-09-13 21:00:00,0.4082208211974747
2024-09-13 22:00:00,0.10766216999519237
2024-09-13 23:00:00,0.08481063343301337
2024-09-14 00:00:00,0.0013041615425655262
2024-09-14 01:00:00,-0.002325421014118374
2024-09-14 02:00:00,-4.217090825085479e-06
2024-09-14 03:00:00,-4.217090825085479e-06
2024-09-14 04:00:00,-4.217090825085479e-06
2024-09-14 05:00:00,-4.217090825085479e-06
2024-09-14 06:00:00,-4.217090825085479e-06
2024-09-14 07:00:00,0.016046470647705854
2024-09-14 08:00:00,0.10489149932674058
2024-09-14 09:00:00,4.5069801751921155
2024-09-14 19:00:00,24.501256446040333
2024-09-14 20:00:00,10.511523759727456
2024-09-14 21:00:00,0.34557639365774695
2024-09-14 22:00:00,0.06535885105400539
2024-09-14 23:00:00,0.06923714172860133
2024-09-15 00:00:00,0.001354394974902725
2024-09-15 01:00:00,-0.0019506978869918098
2024-09-15 02:00:00,-4.217090825085479e-06
2024-09-15 03:00:00,-4.217090825085479e-06
2024-09-15 04:00:00,-4.217090825085479e-06
2024-09-15 05:00:00,-4.217090825085479e-06
2024-09-15 06:00:00,-4.217090825085479e-06
2024-09-15 07:00:00,0.04371552911031379
2024-09-15 08:00:00,0.10537921032901311
2024-09-15 09:00:00,4.300816072512789
2024-09-15 19:00:00,37.820760019467954
2024-09-15 20:00:00,9.786480012661467
2024-09-15 21:00:00,0.3547326850780491
2024-09-15 22:00:00,0.10572379171047507
2024-09-15 23:00:00,0.08403527298518645
2024-09-16 00:00:00,0.0034842662676449797
2024-09-16 01:00:00,-0.002325421014118374
2024-09-16 02:00:00,-4.217090825085479e-06
2024-09-16 03:00:00,-4.217090825085479e-06
2024-09-16 04:00:00,-4.217090825085479e-06
2024-09-16 05:00:00,-4.217090825085479e-06
2024-09-16 06:00:00,-4.217090825085479e-06
2024-09-16 07:00:00,0.02174923753315635
2024-09-16 08:00:00,0.10585075858604168
