TIMESTAMP,SG_TOTAL_KWH_ENERGIA,GI_TOTAL_KWH_ENERGIA,W_10uheightAboveGround_10,W_10vheightAboveGround_10,W_2rheightAboveGround_2,W_2shheightAboveGround_2,W_2theightAboveGround_2,W_SUNSDsurface_0,W_aptmpheightAboveGround_2,W_dlwrfsurface_0,W_dswrfsurface_0,W_gustsurface_0,W_msletmeanSea_0,W_presheightAboveGround_80,W_pwatatmosphereSingleLayer_0,W_qheightAboveGround_80,W_spsurface_0,W_tccatmosphere_0,W_theightAboveGround_80,W_tmaxheightAboveGround_2,W_tminheightAboveGround_2,W_tozneatmosphereSingleLayer_0,W_tpsurface_0,W_tsurface_0,W_uheightAboveGround_80,W_vheightAboveGround_80
2023-07-24 11:00:00,82.83200000002398,506.01263427734375,5.1797580438546555,2.3059640699734985,17.544825461143613,0.004635547956316159,301.82553175225576,18000.0,300.33346612066197,320.6474029399882,568.824638998894,6.827020399626979,100961.75824670913,93156.98566789596,12.43954891518411,0.004495048247455139,94006.09346340195,2.6811621007181374,299.1812485741472,301.84500735172173,293.3002076878152,324.88473374819955,0.0,315.50073367246455,5.9902747463477635,2.43575486260092
2023-07-24 12:00:00,115.66000000000348,456.5514526367187,5.669337169120985,2.5847638300813083,16.963332801472745,0.0048489716318248005,303.18752423186845,21600.0,301.35920965052907,324.42153156974723,634.5346479207424,7.720526570286435,100871.56194105139,93104.55929494755,13.571648537551825,0.004712117982681467,93948.87411874426,3.7298388193789345,300.4113385274401,303.2183937495004,293.3002076878152,325.72916270575956,0.0,317.43303158479,6.651437866894847,2.79955911269626
2023-07-24 13:00:00,129.98000000001048,395.318603515625,6.257587702671348,2.465248710798085,17.044346019906794,0.005214715693783643,304.33299277455444,3600.0000000000005,302.303098728472,352.2863241899555,979.938203016682,8.55569121343613,100780.52295838221,93044.96814379389,15.291159490188,0.005075926021721579,93885.10643907271,39.31034040866891,301.51839146459747,304.32682154821646,303.222363700207,326.2832586530596,0.0,318.0650362458502,7.445653372809337,2.6936874461975195
2023-07-24 14:00:00,134.34999999997672,330.052978515625,7.006878474918855,2.0395415653010804,17.24239585568792,0.005506181178173722,305.10668435864295,7200.000000000001,302.9899922555295,356.85434084590526,956.2874276438587,9.340215732154242,100706.65952116877,92990.08470932925,17.364751157677016,0.0053630758418759744,93828.19255317414,22.94817881070879,302.3684695668214,305.1259841714145,303.222363700207,327.1435573041579,0.0,317.4981430992331,8.413340255895262,2.2510621269441486
2023-07-24 15:00:00,133.90000000002328,183.1466064453125,7.469960452874519,2.050201333099089,17.39270181920411,0.005697689708806012,305.5550596040192,10800.0,303.40170680451587,360.4688543488931,914.8153768992904,9.639858512592802,100637.90420732323,92935.02896838725,18.643621714682443,0.005554097399501733,93770.07727593688,57.771437626332656,303.0337316055485,305.6193611105207,303.222363700207,330.2706667757001,0.0,315.95910624206215,8.911862190496024,2.3292209198277853
2023-07-24 16:00:00,126.92999999999302,234.3086853027344,8.027015453410897,1.691747209069356,18.492862680736305,0.00600089766938792,305.3810216097348,14400.000000000002,303.3051259470254,364.6508987820053,850.212317419523,9.60047058251293,100592.4517247666,92892.26815005874,19.431480244055827,0.005869798313794857,93726.23289875075,83.42888521311971,303.19382598354383,305.68715906469305,303.2429992681535,333.02012735587044,0.0,312.83806331874047,9.759094738435452,1.9707761942911575
2023-07-24 17:00:00,121.22000000000116,244.311279296875,8.36713762828116,0.7475003461479387,19.815158001727244,0.0061982595904531606,304.74108175120887,18000.0,302.74671293637465,367.17283108529716,775.7092624287245,9.364681044743465,100589.8701467549,92880.998092942,19.726367111731765,0.006086443342585577,93715.66412733818,24.89785500115135,302.9723144945019,305.68715906469305,303.2469244007415,336.63400432465966,0.0,309.02657866712434,10.378305308840831,0.7496654501979529
2023-07-24 18:00:00,91.33999999999652,227.85313415527344,7.907519354670818,-1.147988540903617,20.56008425851176,0.006081329576335968,303.7957097351308,21600.0,301.94592899300534,367.62555913850844,697.3600040393828,9.104457289108556,100650.47859225335,92919.94086450365,20.569283596503546,0.005980120494436184,93756.93349918054,48.73995314597245,302.4504307584319,305.68715906469305,303.09297470879693,337.40745844095824,0.0,305.5505032891318,10.101384024177326,-1.806794305157292
2023-07-24 19:00:00,58.929999999993015,75.77262878417969,6.5120625510892935,-1.9022832047159013,20.991190468485183,0.005744296402849592,302.431223160572,3577.1980791301644,300.8691202625367,386.99813003654583,94.16182665181516,9.759818157662128,100757.72076975217,92985.65508186421,19.986032337706938,0.005650316473080438,93825.87141121896,45.33049906731405,301.810599916785,303.6885966401036,302.436836272651,336.56029490439767,0.0,301.9499649041649,8.690503952778718,-2.7387502426703336
2023-07-24 20:00:00,26.85000000000582,148.97360229492188,5.142810552374549,-1.831145366058537,21.810740901379894,0.005413438958745436,300.78958384183085,5530.619828531333,299.7325166918588,381.56190025257854,51.84254807991544,9.175862587315832,100884.39257227267,93049.65514552043,18.478261031866257,0.005349910493159869,93893.23060452001,8.772186915309039,300.8085637304699,303.66768292750487,300.7895594277684,333.40845669149536,0.0,299.62583169661724,7.560217746557549,-2.781232989129765
